Date,Cumulative_energy_use_lower_bound,Cumulative_energy_use_estimate_bound,Cumulative_energy_use_upper_bound,Cumulative_renewable_energy_purchases,Data_storage_capacity_added_per_day,Data_storage_capacity,Energy_consumption_rate_lower_bound,Energy_consumption_rate_estimate_bound,Energy_consumption_rate_upper_bound,Energy_intensity_lower_bound,Energy_intensity_estimate_bound,Energy_intensity_upper_bound,Energy_used_to_seal_data_lower_bound,Energy_used_to_seal_data_estimate_bound,Energy_used_to_seal_data_upper_bound,Energy_used_to_store_data_lower_bound,Energy_used_to_store_data_estimate_bound,Energy_used_to_store_data_upper_bound,FIL_Open,FIL_High,FIL_Low,FIL_Close,FIL_AdjClose,FIL_Volume
2020-12-29,17910942.632490188,125558871.16084003,271257868.53444594,75640576.46345389,18506112,1929856846,8076.460841488864,54168.91225313106,121879.03091642549,4.493615064443401,30.138725971995175,67.8115650053533,4974.81302784,28286.03700864,46365.2130048,1869.6453124048,6216.4548723352,16784.5439467158,22.01309,22.197632,20.046017,20.437702,20.437702,227519524
2020-12-30,18103017.911026556,126844034.02744047,274155872.2301964,76236658.37606052,18208704,1948283209,8003.185486947856,53548.41025086596,120750.2387716049,4.410731942291106,29.511709298452978,66.54811837833714,4894.86380928,27831.45780288,45620.0870016,1887.4967728792,6275.8098728308,16944.8035536357,20.438023,21.930559,20.277166,21.641243,21.641243,231979518
2020-12-31,18293338.871167544,128114374.99573964,277026856.8075843,76832740.28866714,17913440,1966270333,7930.088094504272,52930.83184453157,119624.44079837772,4.3304662193027665,28.904493434466424,65.32457063615277,4815.4909408,27380.1556368,44880.332576,1904.9226986104,6333.7499966596,17101.2429672009,21.591984,26.061388,21.123873,24.353868,24.353868,385327102
2021-01-01,18486658.23057533,129405851.14354146,279943272.2533056,82656449.13474159,18242560,1984233164,8055.022280810176,53811.463555190574,121517.3951780264,4.358869951917485,29.11936967799811,65.75754901866104,4903.9649792,27883.2056832,45704.909824,1922.3250892832,6391.6118678768,17257.4710972572,24.359148,24.958113,22.023264,22.29101,22.29101,348030664
2021-01-02,18685994.77182476,130741220.63646086,282951122.2132479,88480157.98081605,18964896,2003116721,8305.740129989264,55640.35124816416,125327.16996718985,4.4521721891435755,29.82520769302912,67.17982165819505,5098.14334272,28987.27458912,47514.6504384,1940.6194793048,6452.4395816852,17421.7070575533,22.288815,23.133966,21.432627,21.808891,21.808891,243646888
2021-01-03,18879967.026536092,132034421.90727773,285876916.82462186,94303866.8268905,18193920,2021526214,8082.226121217376,53883.34379441078,121908.19352041284,4.292907090333872,28.6203559708228,64.7520300081318,4890.8895744,27808.8609024,45583.047168,1958.4545961232,6511.7402405368,17581.8199410222,21.817991,21.873875,21.029001,21.426378,21.426378,272432560
2021-01-04,19077592.48284696,133353682.28070553,288858118.6909544,102086828.51299223,18607808,2039834225,8234.4439656132,54969.1387699481,124216.83107080452,4.334502664432602,28.935029426988454,65.3861010521409,5002.15094656,28441.47629376,46620.0021632,1976.19139718,6570.71400557,17741.0502050925,21.434067,22.923031,21.01149,21.467407,21.467407,312309245
2021-01-05,19274451.048538875,134665535.49139747,291827343.75285965,109869790.199094,18439936,2058462939,8202.489739171377,54660.50738133208,123717.79677136589,4.278608143490679,28.512183427946074,64.53406094893394,4957.02359552,28184.88897792,46199.4156544,1994.2388953032,6630.7208191068,17903.0697193647,21.428017,22.291952,21.060802,21.632771,21.632771,213135095
2021-01-06,19470606.299946453,135970484.7170808,294785565.12041765,117652751.88519576,18281344,2076833910,8173.18455158384,54372.84170967804,123259.308768473,4.225609975862853,28.111248546309117,63.726172027901534,4914.39089408,27942.48586368,45802.0792576,2012.036692008,6689.897390892,18062.847565443,21.638214,22.529005,21.604843,21.969751,21.969751,201738931
2021-01-07,19664964.374071587,137260264.79952112,297716109.93043613,125435713.57129753,17979488,2095088032,8098.301354482688,53740.79477950029,122106.11746551323,4.150415035001218,27.54239350728644,62.57992183928358,4833.24596416,27481.10802336,45045.8092352,2029.7212854016,6748.6975686784,18221.6091407136,21.97451,22.883968,21.892733,22.107826,22.107826,225642789
2021-01-08,19860658.262379736,138558611.31291896,300666743.0425642,133218675.2573993,18090592,2112947090,8153.96057703376,54097.72914326036,122943.130570728,4.143619376104833,27.49098386772304,62.47633075719073,4863.11294144,27650.92715424,45324.1691968,2047.023140792,6806.225166308,18376.934725857,22.101589,22.296354,21.337126,21.662432,21.662432,154943100
2021-01-09,20058890.15794157,139874583.9389956,303655784.2230002,141001636.94350106,18358144,2131213172,8259.711597514048,54832.149880042445,124543.4679959807,4.161384657784335,27.62537947848145,62.74713963399338,4935.03627008,28059.87235968,45994.4939776,2064.7193210336,6865.0638696464,18535.8003208356,21.662193,22.632336,21.414545,22.114525,22.114525,149399606
2021-01-10,20261941.025796045,141225392.54582915,306717995.9122417,148784598.62960282,18923392,2150012480,8460.50362711552,56283.64775818112,127592.24182807072,4.2252762163211415,28.10872363180092,63.72108429283245,5086.98623744,28923.83697024,47410.6663168,2082.932090624,6925.620200576,18699.303542304,22.107477,24.23144,22.107477,23.497114,23.497114,452076685
2021-01-11,20465869.42312628,142581228.8110233,309793297.0825647,156567560.3157046,18971296,2168704435,8497.06748387064,56493.13341133294,128137.6370961862,4.206961811641405,27.97017386675837,63.44190474194749,5099.86379072,28997.05679712,47530.6849984,2101.040856628,6985.830726022,18861.8730825255,23.497478,23.497478,20.956245,21.613977,21.613977,354889532
2021-01-12,20671644.28176428,143949385.0879937,312896451.2287664,164350522.00180635,19144896,2187834439,8574.003837723376,57006.46682992208,129298.17856609936,4.207935644302241,27.977540979624383,63.45674956871873,5146.53094272,29262.39918912,47965.6224384,2119.5740045032,7047.4522949068,19028.2524663147,21.62118,21.934193,21.00462,21.034431,21.034431,182775071
2021-01-13,20876176.14357264,145306491.3362876,315980363.564162,172133483.6879081,18912768,2206939507,8522.211680007087,56546.049510506185,128496.43536836201,4.146309894213568,27.51133782726072,62.51734424632018,5084.13029376,28907.59850496,47384.0489472,2138.0829943816,7108.9935399484,19194.4149742311,21.042694,21.89739,21.002251,21.687958,21.687958,154682913
2021-01-14,21084516.423016526,146690768.0595359,319122038.0259556,179916445.37400988,19344416,2225976863,8680.896906913393,57678.15162554649,130903.1926447519,4.187393963395901,27.82214171260362,63.14361805556615,5200.16590912,29567.35952352,48465.4998464,2156.5263848744,7170.3166710956,19359.9885705699,21.687931,22.242489,21.416941,21.560232,21.560232,137668105
2021-01-15,21291848.803316057,148065753.37090072,322248050.90976614,187699407.06011164,19142336,2245313183,8638.900566748272,57291.00993566937,130250.62595454838,4.131249449798881,27.39740450146716,62.28776713577,5145.84276352,29258.48630592,47959.2086144,2175.2594116904,7232.6028250796,19528.1623465059,21.565639,22.157183,21.345694,21.527254,21.527254,182172131
2021-01-16,21511086.23832053,149529092.7981632,325555237.4333546,195482368.7462134,20634656,2265146129,9134.948518920335,60972.42794627604,137799.53456039279,4.330217887170855,28.902614784347545,65.32078513210448,5547.00822592,31539.45265632,51698.0671424,2194.4735697752,7296.4887107348,19700.6554277517,21.53109,24.936316,21.53109,22.849653,22.849653,406855509
2021-01-17,21719377.093527395,150907887.42601183,328695247.08509296,203265330.4323152,19124320,2285246578,8678.836972856352,57449.731497902154,130833.82453432004,4.0778226433617775,26.993226936961072,61.473344167229186,5140.9997024,29230.9493904,47914.071328,2213.9468847664,7361.2362770536,19875.4750628394,22.852608,25.997471,22.477554,24.351658,24.351658,712570771
2021-01-18,21936313.362332594,152350413.5500146,331966747.5729821,211048292.11841688,20190016,2304649891,9039.065400314545,60105.20801552245,136312.614335951,4.211321905375271,28.00315828383084,63.50836876476028,5427.48010112,30859.83375552,50584.0660864,2232.7448144008,7423.7382288892,20044.2314969943,24.350431,24.85626,23.601986,23.729397,23.729397,351317651
2021-01-19,22154706.056502733,153802203.43711957,335260136.5598447,218831253.80451867,20307968,2325004826,9099.750107162785,60491.197869319774,137224.6356757137,4.20247827821462,27.936255619689767,63.37355903973351,5459.18795776,31040.11984896,50879.5830272,2252.4646754288,7489.3055455112,20221.2644731698,23.745459,24.164927,22.736326,22.736326,22.736326,324184872
2021-01-20,22369471.929829728,155224843.7269825,338497933.4268865,226614215.49062043,19759968,2344871058,8948.631100925471,59276.63259735367,134908.29479829076,4.09767498636202,27.14341131403072,61.775967610346285,5311.87459776,30202.51828896,49506.6238272,2271.7110809904,7553.2986520296,20394.0470527434,22.734556,22.937132,21.867928,22.374847,22.374847,301437883
2021-01-21,22589656.757336464,156686759.58106825,341818029.09526014,234397177.1767222,20399872,2364823282,9174.422576237088,60913.11294555489,138337.41449992347,4.165622567291517,27.657439563248563,62.8117411153735,5483.89359104,31180.59235584,51109.8393088,2291.0407956016,7617.5687559784,20567.5775305386,22.375589,22.710815,21.114584,21.293459,21.293459,229588791
2021-01-22,22822387.180689223,158241729.6803348,345329036.71514225,242180138.862824,21970240,2386346249,9697.159952140815,64790.36949402372,146292.08645793545,4.363258776464099,29.15257144569844,65.82445100577243,5906.0399168,33580.8527328,55044.239296,2311.8922460312,7686.8985372788,20754.7692314277,21.310219,22.977886,20.907822,22.306198,22.306198,435403380
2021-01-23,23055348.412094317,159796566.0662828,348843227.34101,249963100.54892573,21921952,2408157430,9706.77682469232,64784.79821852092,146424.71148250627,4.32802777885915,28.886046460270915,65.28739974690941,5893.05913664,33507.04597344,54923.2585408,2333.022918184,7757.156713516,20944.467615939,22.297186,23.496838,22.172731,22.707294,22.707294,332639527
2021-01-24,23289826.246979687,161360980.64608693,352380198.6849197,257746062.23502752,22041920,2430146342,9769.968958424928,65183.88934902313,147373.90862617383,4.3167870627943286,28.8010096492511,65.11604948368876,5925.3089344,33690.4134624,55223.826368,2354.3257761296,7827.9873968504,21135.7117802766,22.708523,23.155008,22.533363,22.759356,22.759356,241523529
2021-01-25,23529035.25420146,162959268.08277485,355988948.8000718,265529023.9211293,22583136,2452413803,9967.102592002351,66595.25712190545,150364.69328123756,4.363902577958102,29.15744184947557,65.83426493175573,6070.79861952,34517.64588192,56579.7889344,2375.8984923464,7899.7153422236,21329.3785688319,22.756947,23.012686,22.416842,22.437037,22.437037,196122208
2021-01-26,23768485.457382448,164557431.02835277,359601027.89691055,273311985.607231,22533312,2475029803,9977.152289883952,66590.07010867985,150503.40061953355,4.328386545115785,28.888760552343854,65.29286867719415,6057.40493184,34441.49139264,56454.9598848,2397.8088731464,7972.5660014236,21526.0767056319,22.434261,22.608253,21.860765,22.19121,22.19121,178373502
2021-01-27,24014489.84842268,166203216.7002661,363312668.0963503,281094947.2933328,23312256,2497778805,10250.24554176072,68574.34855352802,154651.78352143415,4.406361893385521,29.478649569803252,66.48150260173172,6266.80065792,35632.08392832,58406.5261824,2419.848106284,8045.845086666,21723.9316007265,22.194935,22.209881,21.244652,21.462456,21.462456,229177546
2021-01-28,24256130.593688585,167813985.92935696,366957431.9270863,288877908.9794345,22655232,2521040737,10068.425204049809,67115.33163699112,151865.26509959047,4.288264399990936,28.58523369044145,64.68125816337329,6090.17946624,34627.84245504,56760.4182528,2442.3842660056,8120.7764220244,21926.2476019101,21.460602,22.072685,21.36762,21.947098,21.947098,155498148
2021-01-29,24503511.27310925,169466211.35977232,370689343.3425544,296660870.66553634,23326944,2543866087,10307.590930375409,68842.67179014531,155496.41759100565,4.350736677212186,29.057840880357617,65.63356770345281,6270.74908608,35654.53409568,58443.3254976,2464.4974650856,8194.3014394444,22124.7665184651,21.927374,22.887375,21.893538,22.275328,22.275328,280008127
2021-01-30,24753810.141877368,171138484.01450664,374465377.0730912,304443832.3516381,23625408,2567411706,10429.182954412703,69677.9721064097,157334.84877522205,4.361688428128093,29.1406916496148,65.80051306452641,6350.98217856,36110.72736576,59191.0972032,2487.3084607728,8270.1465873672,22329.5498305938,22.281387,22.564692,22.006741,22.059891,22.059891,162578510
2021-01-31,25002375.578862928,172795619.2874489,378214625.5972568,312235324.42448014,23313088,2590892716,10356.955791716544,69047.24859445855,156218.79705554893,4.292225816302417,28.615202084652957,64.74164486149681,6267.02431616,35633.35561536,58408.6106752,2510.0568632608,8345.7836167792,22533.7712188668,22.052708,22.570749,22.049162,22.27236,22.27236,178044146
2021-02-01,25255816.98443025,174487601.62815192,382037838.5186986,320225389.592358,23868256,2614566367,10560.122639638128,70499.20845462962,159300.64952699057,4.3367976762277145,28.952391353326945,65.4210855560568,6416.26457792,36481.91324832,59799.5285824,2532.9918963496,8422.0411813804,22739.6680637091,22.269405,23.930349,22.061123,22.609543,22.609543,443348505
2021-02-02,25508649.648834094,176172961.3806162,385851411.95755666,328215454.7602358,23703936,2637973707,10534.757983376689,70223.26766176618,158899.00365424182,4.28799203815167,28.583173253889083,64.67710635733349,6372.09207552,36230.75505792,59387.8412544,2555.6689273416,8497.4409049884,22943.2487218911,22.618212,22.909431,22.373222,22.543348,22.543348,175058405
2021-02-03,25759785.09710699,177843435.7952467,389638748.3420506,336205519.9281136,23395456,2661709198,10464.039816472032,69603.04597244064,157805.7916194192,4.22122642375424,28.07808666497468,63.659350412328216,6289.16648192,35759.25263232,58614.9754624,2578.6638710224,8573.8976685976,23149.6834077654,22.541245,23.263472,22.460711,23.035694,23.035694,193594344
2021-02-04,26013555.58964396,179531819.43611917,393465891.5463734,344195585.0959914,23656896,2685208003,10573.834029311152,70349.26312196224,159464.41032958135,4.228189333795094,28.130761571259804,63.76549102306885,6359.44678272,36158.85582912,59269.9872384,2601.4295133064,8649.5920192636,23354.0595644919,23.041376,23.248716,22.750761,22.882219,22.882219,209636144
2021-02-05,26274311.410881124,181270981.24630144,397399149.14255506,352185650.2638692,24488032,2709189215,10864.89162300376,72465.01823552487,163885.84719356964,4.306118038656956,28.720297728043967,64.95341392882695,6582.87276224,37429.22227104,61352.3153728,2624.662511492,8726.840299358,23562.6313596195,22.88246,25.525002,22.839922,24.519003,24.519003,491884502
2021-02-06,26530532.29861147,182973748.23617408,401262904.5587287,360175715.43174696,23805056,2733409097,10675.934226770449,70948.56898429495,160989.91984655452,4.193736350017177,27.870122315388887,63.240299584637434,6399.27515392,36385.31394432,59641.1873024,2648.1267331736,8804.8573832564,23773.2789393381,24.50975,25.19919,23.899029,24.278181,24.278181,378556668
2021-02-07,26790866.418421872,184705536.93189332,405188987.507606,368165780.5996248,24257728,2757722669,10847.320111970896,72157.8056707422,163586.90248356684,4.223492598972255,28.095230440570553,63.693895339704,6520.96244096,37077.20951616,60775.3117312,2671.6817217272,8883.1762613828,23984.7413690937,24.276606,24.595341,23.77667,24.080338,24.080338,272418316
2021-02-08,27054581.15916637,186460810.5893724,409166231.1830822,376155845.76750255,24614400,2781971691,10988.180275044144,73136.34491110723,165718.6010858992,4.241045575386741,28.22801994700291,63.96146789572121,6616.843008,37622.371968,61668.91776,2695.1741742408,8961.2872110492,24195.6423881343,24.084135,28.192448,23.898365,27.655272,27.655272,715775677
2021-02-09,27318562.638548072,188215984.7481744,413147163.1910715,384145910.9353804,24560896,2806539776,10999.294241296384,73132.19925784679,165872.28135815525,4.208172056693585,27.979329456063923,63.46035337164836,6602.46006272,37540.59270912,61534.8688384,2718.9757349888,9040.4259264512,24409.3183938048,27.664587,50.605423,27.146969,43.764973,43.764973,3403223723
2021-02-10,27582632.316168167,189969700.9836381,417129060.51117694,392135976.10325813,24483616,2831197681,11002.968960437904,73071.4526325648,165912.5023365073,4.17291524370812,27.712609175459317,62.92290859050249,6581.68565312,37422.47254752,61341.2515264,2742.8643133528,9119.8539700372,24623.7755909613,43.892235,45.335709,36.375496,39.909206,39.909206,2802540130
2021-02-11,27843342.162040036,191695913.25582927,421059368.88750815,400126041.271136,23955040,2855405434,10862.974551965855,71925.45539729725,163762.96055145742,4.0848945549402496,27.0467264475776,61.581146366257826,6439.5938528,36614.5599888,60016.957216,2766.3167844592,9197.8319840008,24834.3176811282,39.897961,42.376869,37.374195,40.253323,40.253323,1269328890
2021-02-12,28107554.853373095,193446543.00623852,425042702.5644236,408116106.4390138,24328096,2879563135,11008.92744765144,72942.84945182374,165972.34981280053,4.105048329813724,27.199191178059937,61.88836475070462,6539.87876672,37184.76489312,60951.6117184,2789.720765188,9275.648770462,25044.4244540355,40.265072,44.471951,39.491516,42.785889,42.785889,1336951368
2021-02-13,28372589.47654987,195201300.1627452,429038192.623604,416106171.6068916,24348640,2903820387,11043.174662956208,73114.8246579049,166478.86583616034,4.0834200897678254,27.035572014399175,61.55867004055513,6545.4014048,37216.1657808,61003.082656,2813.2211909256,9353.7862306044,25255.3970518551,42.766384,44.508839,40.431835,41.695164,41.695164,1228889960
2021-02-14,28636648.515839335,196946590.517852,433018438.80249184,424096236.77476937,24133248,2928028277,11002.524756098768,72720.37510259887,165843.70315441157,4.034753042864361,26.667402366971295,60.81680348605882,6487.49972736,36886.94557056,60463.4395392,2836.6737947576,9431.7646858724,25465.9403335521,41.662006,51.935966,41.287361,47.475773,47.475773,2295182847
2021-02-15,28907594.77187122,198741859.2151968,437103293.4951624,432086301.9426472,24949088,2952677770,11289.49431048848,74802.80412389187,170202.39502734653,4.105426720160366,27.20205372775993,61.89413282500907,6706.81383616,38133.93253536,62507.4450752,2860.554223576,9511.165632724,25680.324369021,47.406017,50.187218,38.023712,42.972301,42.972301,2061387407
2021-02-16,29179558.83208085,200542689.65206653,441203281.9451057,440076367.11052495,24993376,2977485794,11331.902936785697,75034.54316733389,170832.96845325347,4.086514250799891,27.058979561163216,61.60583654705116,6718.71933632,38201.62541472,62618.4042304,2884.5882372272,9591.0772396328,25896.0871961562,42.96796,45.688385,40.40107,41.955551,41.955551,1059200255
2021-02-17,29450619.630438983,202334543.11741236,445289118.7567068,448066432.2784028,24785088,3002358489,11294.266467157777,74660.50317359908,170243.31588584883,4.039199956174196,26.70104358026849,60.88459096167563,6662.72735616,37883.26345536,62096.5594752,2908.6849041432,9671.1971647668,26112.4124863797,41.954521,44.373909,40.543873,43.240036,43.240036,841212350
2021-02-18,29718036.57446986,204096700.9976744,449319029.3698516,456056497.44628066,24217408,3027064593,11142.437679584911,73423.18845418861,167913.05497364487,3.952377291700505,26.04422399079484,59.56109107738941,6510.12361856,37015.58160576,60674.2940032,2932.6201776984,9750.7804669716,26327.2888846989,43.20174,44.270138,42.571133,43.432198,43.432198,667645165
2021-02-19,29987554.96270557,205872691.0577972,453380605.5072253,464046562.6141584,24407072,3051030833,11229.998363939472,73999.52883878637,169232.45269961623,3.952145876859903,26.042473321179667,59.55756345569505,6561.10909504,37305.47733984,61149.4781888,2955.8386710104,9827.9805192596,26535.7304638509,43.433857,43.594906,41.562534,43.141293,43.141293,828571188
2021-02-20,30266957.14442818,207721272.70954376,457592459.4192291,472036627.7820362,25614176,3076333327,11641.826333030767,77024.17567073427,175494.032262962,4.063381471639757,26.883978452829936,61.25320707262476,6885.60279232,39150.49959072,64173.7565504,2980.3517271976,9909.4849129324,26755.7938449171,43.20306,48.806484,42.50069,43.265217,43.265217,1610180337
2021-02-21,30547045.039895482,209572835.05886245,461814372.4960741,480026692.949914,25611968,3101938824,11670.397733132417,77148.37140806121,175913.1641210681,4.039729620657105,26.705050529494613,60.89266501568087,6885.00923776,39147.12472896,64168.2246272,3005.1583326912,9991.9653398688,26978.4925339752,43.202755,45.723183,42.633747,44.788364,44.788364,871412632
2021-02-22,30830692.57595261,211449111.29026437,466090152.8727953,488016758.11779183,25986912,3127642716,11818.717097578943,78178.11561922815,178157.63669502691,4.057449013845225,26.83909899057438,61.162774381435305,6985.80168384,39720.21538464,65107.6093248,3030.0602632608,10074.7627167792,27202.0469938668,44.762131,44.779755,33.62347,39.474373,39.474373,1511820237
2021-02-23,31116658.386760175,213340665.63368633,470400869.413007,496006823.2856696,26196928,3153864806,11915.312442635104,78814.7031295981,179613.31115165792,4.056600426037701,26.832679363870355,61.14983875141436,7042.25818496,40041.21854016,65633.7834112,3055.4642240528,10159.2293130872,27430.1083772238,39.472271,39.490154,32.025864,35.442047,35.442047,1403444827
2021-02-24,31402513.901329912,215229147.76343545,474709505.3504927,503996888.45354736,26088864,3179829791,11910.716475960944,78686.69447893325,179526.61886824807,4.021924214384831,26.57035137335768,60.621244491053176,7013.20842048,39876.04595808,65363.0398656,3080.6191015208,10242.8677227692,27655.9336412643,35.473877,38.152222,34.472389,36.671761,36.671761,1029434272
2021-02-25,31690953.15040956,217134917.25883865,479057124.25523806,511986953.6214252,26333792,3206040129,12018.372738049937,79407.00080918643,181150.9103111508,4.025099170948528,26.59437014402552,60.669642621542955,7079.04996544,40250.41105824,65976.6824768,3106.0116769752,10327.2964635348,27883.8928139517,36.65266,37.48283,34.902279,34.910561,34.910561,795545380
2021-02-26,31987701.15425155,219101200.19993547,483530982.2760036,519977018.78930306,27327200,3233231040,12364.57351995136,81928.39205977536,186410.87810409057,4.106220545344843,27.208059071352448,61.906233669254846,7346.097904,41768.805384,68465.56688,3132.354231552,10414.883826048,28120.380324192,34.928326,36.331436,33.345444,35.106033,35.106033,838042220
2021-02-27,32278410.05890298,221019509.66495344,487912373.291238,527967083.9571808,26438304,3259764868,12112.942000770112,79929.49929906012,182558.08206814883,3.989911225067264,26.328170847928632,60.13324763085208,7107.14488128,40410.15451488,66238.5268416,3158.0602041184,10500.3545928016,28351.1529864564,35.120705,38.727627,35.120705,38.028404,38.028404,878926954
2021-02-28,32566832.434689373,222918237.5997748,492258501.4137937,535969679.51179886,26042464,3286261353,12017.668902094352,79113.60313197084,181088.7930301205,3.9266121409920816,25.849308805760856,59.1683344833834,7000.73517248,39805.12495008,65246.7893056,3183.7299987864,10585.7050702836,28581.6008654469,38.010338,38.300171,34.964233,35.991943,35.991943,768904061
2021-03-01,32855498.949204046,224816609.9443429,496607958.17274725,543955958.965391,25982432,3311817075,12027.84118795,79098.78701161711,181227.4859338512,3.899610347872779,25.645038333538167,58.75672686588456,6984.59737024,39713.36783904,65096.3851328,3208.48838226,10668.02516199,28803.8666463975,36.001579,39.067604,35.867107,38.432846,38.432846,789024899
2021-03-02,33144326.614530493,226713942.75476027,500959468.5001713,551942238.4189831,25909152,3338024049,12034.555608387216,79055.47325980371,181313.05094558367,3.871154161951072,25.42976527703407,58.322948900155126,6964.89824064,39601.36155744,64912.7894208,3233.8776986712,10752.4430666388,29031.7965613677,38.473961,38.898449,37.286777,38.186371,38.186371,691279882
2021-03-03,33425569.658680394,228551688.17384532,505194966.09830546,559928517.8725752,24820512,3363650787,11718.526803577008,76572.6678300073,176479.18215632995,3.740778440287495,24.443463733543087,56.3355386590451,6672.25003584,37937.40797664,62185.3107648,3258.7048824456,10834.9919150844,29254.6799897751,38.191444,44.26133,38.09164,42.25827,42.25827,1502099768
2021-03-04,33760770.961868085,230795248.36425015,510252568.2392852,568133327.7129076,31808416,3391348249,13966.806355846416,93481.60031562211,210733.57064478545,4.422059614904893,29.597403941907903,66.720794182339,8550.73838912,48618.20960352,79692.8054464,3285.5381836312,10924.2109796788,29495.5731260277,42.238316,43.20562,39.984585,40.744232,40.744232,1073737656
2021-03-05,34104777.04577496,233102590.00688848,515443884.3871924,576119607.1664997,32846720,3424160754,14333.675006472737,96139.15840052013,216304.9924345649,4.494726577335582,30.147134645536394,67.82850859022372,8829.8552704,50205.2261184,82294.172288,3317.3269384752,11029.9066207848,29780.9533257642,40.730003,40.730003,38.488346,40.551811,40.551811,764912784
2021-03-06,34445583.98792819,235382912.0394312,520585930.6466061,584105886.6200918,32308672,3456853564,14200.375989014976,95013.34256974896,214252.077908786,4.410813861113483,29.512329020130604,66.54936712545397,8685.21720704,49382.83589184,80946.1468288,3348.9997328032,11135.2167003568,30065.2925021772,40.554428,40.909798,39.036747,40.485287,40.485287,556059908
2021-03-07,34787896.84316935,237671859.67196572,525750439.1308088,592092166.073684,32390784,3488956925,14263.1225881076,95372.74237764529,215188.0043239868,4.389538648056039,29.351380530573607,66.22505385782529,8707.29055488,49508.34162048,81151.8702336,3380.10146894,11238.62804681,30344.5050638025,40.471157,41.724388,40.36216,41.532177,41.532177,507418012
2021-03-08,35131919.83912921,239970947.05505753,530940517.54471487,600078445.527276,32498432,3521418356,14334.378740368704,95795.23173279791,216253.41856284687,4.370801881112905,29.20963556517484,65.93943593730351,8736.22849024,49672.87835904,81421.5715328,3411.5501032928,11343.1928083472,30626.8318676388,41.486324,41.893223,40.67831,41.543385,41.543385,525639115
2021-03-09,35474422.90621362,242255766.5676037,536106932.3130155,608064724.9808681,32182976,3553551262,14271.047523715808,95200.73786344282,215267.43186048768,4.312142830853946,28.765875706576185,65.04525413925936,8651.42760832,49190.71332672,80631.2280704,3442.6804626256,11446.6993251544,30906.3013909926,41.539192,42.410423,41.257435,41.97176,41.97176,579999439
2021-03-10,35819041.582289815,244553777.65024337,541305095.1155393,616051004.4344602,32343232,3586193762,14359.198328581408,95750.3862430752,216590.2673659522,4.299285768627901,28.668611122675888,64.84926475709072,8694.50762624,49435.65981504,81032.7334528,3474.3045166256,11551.8473461544,31190.2030062426,41.973164,43.939114,41.229267,42.632648,42.632648,799915938
2021-03-11,36164915.58367888,246858496.8895892,546521896.3521025,624037283.8880521,32391520,3618549035,14411.50367957944,96029.89265972894,217366.8690091036,4.276364392971212,28.49520929677869,64.4998578572541,8707.4884064,49509.4665744,81153.714208,3505.650305108,11656.070151542,31471.6065221055,42.593315,43.121059,41.74958,42.244408,42.244408,625698261
2021-03-12,36514313.54284368,249187084.9529617,551791918.335229,632023563.3416443,32737728,3650925883,14558.336182964273,97024.42618565296,219584.4017278927,4.281624702459416,28.5350039096196,64.5800445117544,8800.55604096,50038.63511616,82021.1037312,3537.0169954504,11760.3624543196,31753.1976822159,42.260792,45.01199,42.096867,44.132339,44.132339,983852692
2021-03-13,36867273.61518698,251539771.0898955,557115732.1010187,640009842.7952363,33086464,3683991959,14706.758501583856,98028.51176960496,221825.72762927864,4.286453899564051,28.571537126827124,64.6536594122867,8894.30325248,50571.66763008,82894.8269056,3569.0514098792,11866.8748983308,32040.7832650107,44.126564,51.922661,43.660698,49.669102,49.669102,1670579730
2021-03-14,37218016.52020825,253872835.8800617,562405239.5841539,647996122.2488285,32676128,3717038804,14614.375428284737,97210.95661257952,220396.29727477237,4.221657872417313,28.081350604586262,63.66592729244489,8783.99672896,49944.48136416,81866.7710912,3601.0671933152,11973.3253954448,32328.2015900292,49.587376,56.923985,49.507202,54.541752,54.541752,2334194125
2021-03-15,37566315.69963579,256184654.14116484,567657003.0061705,655982401.7024206,32239744,3749055741,14512.552357073744,96325.68558740504,218823.62602963264,4.156442452526304,27.587991346611137,62.67180206946719,8666.68798208,49277.48151168,80773.4546176,3632.0852018808,12076.4583529092,32606.6624961993,54.367085,56.186249,52.451492,53.606438,53.606438,1660287262
2021-03-16,37922976.308033235,258556908.94140297,573035723.681716,663968681.1560128,33220192,3781762592,14860.947862832129,98843.87242831693,224113.5161584291,4.219413798835913,28.064374029432553,63.63171927610128,8930.25201344,50776.06686624,83229.8690368,3663.7715991296,12181.8136613504,32891.1237914016,53.570915,63.240593,51.437519,63.240593,63.240593,1975742411
2021-03-17,38284952.830964915,260966486.6269896,578494963.1249901,671954960.6096048,33797504,3815326948,15082.445851552831,100398.99130293084,227468.46750183,4.244630444454264,28.25513973471641,64.01611461527088,9085.44502528,51658.47093888,84676.2665216,3696.2887472224,12289.9311648976,33183.0430648404,63.392567,96.168015,62.796917,89.26825,89.26825,5549644898
2021-03-18,38642673.805941835,263340972.03186336,583888814.587202,679941240.0631968,33117312,3848957359,14905.129527462255,98936.81452839776,224743.96512383525,4.158076973326526,27.60035661191941,62.696718237417926,8902.59581184,50618.81787264,82972.1134848,3728.8698893992,12398.2614448108,33475.5368384307,88.964638,89.549736,74.597885,79.687279,79.687279,4208814291
